StopNumber	PeriodName	TotalCount
76089	weekdayAMpeak	55
76089	weekdayNonpeak	61
76089	weekdayPMpeak	67
76089	weekendAMpeak	44
76089	weekendNonpeak	24
76089	weekendPMpeak	0
76091	weekdayAMpeak	27
76091	weekdayNonpeak	20
76091	weekdayPMpeak	23
76091	weekendAMpeak	48
76091	weekendNonpeak	9
76091	weekendPMpeak	9
76099	weekdayAMpeak	36
76099	weekdayNonpeak	41
76099	weekdayPMpeak	37
76099	weekendAMpeak	35
76099	weekendNonpeak	44
76099	weekendPMpeak	11
76101	weekdayAMpeak	8
76101	weekdayNonpeak	66
76101	weekdayPMpeak	38
76101	weekendAMpeak	34
76101	weekendNonpeak	54
76101	weekendPMpeak	35
76109	weekdayAMpeak	58
76109	weekdayNonpeak	48
76109	weekdayPMpeak	22
76109	weekendAMpeak	31
76109	weekendNonpeak	0
76109	weekendPMpeak	6
76131	weekdayAMpeak	38
76131	weekdayNonpeak	8
76131	weekdayPMpeak	17
76131	weekendAMpeak	8
76131	weekendNonpeak	30
76131	weekendPMpeak	8
76139	weekdayAMpeak	62
76139	weekdayNonpeak	52
76139	weekdayPMpeak	47
76139	weekendAMpeak	60
76139	weekendNonpeak	44
76139	weekendPMpeak	66
76141	weekdayAMpeak	52
76141	weekdayNonpeak	6
76141	weekdayPMpeak	33
76141	weekendAMpeak	62
76141	weekendNonpeak	28
76141	weekendPMpeak	38
76149	weekdayAMpeak	0
76149	weekdayNonpeak	7
76149	weekdayPMpeak	62
76149	weekendAMpeak	52
76149	weekendNonpeak	2
76149	weekendPMpeak	15
76191	weekdayAMpeak	48
76191	weekdayNonpeak	23
76191	weekdayPMpeak	10
76191	weekendAMpeak	36
76191	weekendNonpeak	38
76191	weekendPMpeak	59
76199	weekdayAMpeak	67
76199	weekdayNonpeak	2
76199	weekdayPMpeak	47
76199	weekendAMpeak	62
76199	weekendNonpeak	4
76199	weekendPMpeak	24
76201	weekdayAMpeak	9
76201	weekdayNonpeak	16
76201	weekdayPMpeak	59
76201	weekendAMpeak	28
76201	weekendNonpeak	37
76201	weekendPMpeak	57
76209	weekdayAMpeak	67
76209	weekdayNonpeak	54
76209	weekdayPMpeak	16
76209	weekendAMpeak	67
76209	weekendNonpeak	34
76209	weekendPMpeak	14
76211	weekdayAMpeak	16
76211	weekdayNonpeak	34
76211	weekdayPMpeak	65
76211	weekendAMpeak	46
76211	weekendNonpeak	24
76211	weekendPMpeak	1
76219	weekdayAMpeak	19
76219	weekdayNonpeak	44
76219	weekdayPMpeak	21
76219	weekendAMpeak	60
76219	weekendNonpeak	9
76219	weekendPMpeak	53
76221	weekdayAMpeak	48
76221	weekdayNonpeak	35
76221	weekdayPMpeak	9
76221	weekendAMpeak	33
76221	weekendNonpeak	11
76221	weekendPMpeak	45
76229	weekdayAMpeak	37
76229	weekdayNonpeak	12
76229	weekdayPMpeak	63
76229	weekendAMpeak	3
76229	weekendNonpeak	57
76229	weekendPMpeak	43
76231	weekdayAMpeak	13
76231	weekdayNonpeak	65
76231	weekdayPMpeak	19
76231	weekendAMpeak	39
76231	weekendNonpeak	57
76231	weekendPMpeak	58
76239	weekdayAMpeak	5
76239	weekdayNonpeak	10
76239	weekdayPMpeak	0
76239	weekendAMpeak	21
76239	weekendNonpeak	40
76239	weekendPMpeak	56
76241	weekdayAMpeak	9
76241	weekdayNonpeak	22
76241	weekdayPMpeak	47
76241	weekendAMpeak	54
76241	weekendNonpeak	32
76241	weekendPMpeak	51
76249	weekdayAMpeak	38
76249	weekdayNonpeak	20
76249	weekdayPMpeak	46
76249	weekendAMpeak	9
76249	weekendNonpeak	0
76249	weekendPMpeak	55
77009	weekdayAMpeak	28
77009	weekdayNonpeak	17
77009	weekdayPMpeak	47
77009	weekendAMpeak	38
77009	weekendNonpeak	21
77009	weekendPMpeak	39
77011	weekdayAMpeak	24
77011	weekdayNonpeak	65
77011	weekdayPMpeak	55
77011	weekendAMpeak	45
77011	weekendNonpeak	6
77011	weekendPMpeak	62
77019	weekdayAMpeak	51
77019	weekdayNonpeak	60
77019	weekdayPMpeak	27
77019	weekendAMpeak	20
77019	weekendNonpeak	25
77019	weekendPMpeak	20
77021	weekdayAMpeak	13
77021	weekdayNonpeak	2
77021	weekdayPMpeak	63
77021	weekendAMpeak	65
77021	weekendNonpeak	33
77021	weekendPMpeak	34
77029	weekdayAMpeak	22
77029	weekdayNonpeak	26
77029	weekdayPMpeak	68
77029	weekendAMpeak	23
77029	weekendNonpeak	12
77029	weekendPMpeak	40
77031	weekdayAMpeak	49
77031	weekdayNonpeak	55
77031	weekdayPMpeak	21
77031	weekendAMpeak	66
77031	weekendNonpeak	44
77031	weekendPMpeak	50
77039	weekdayAMpeak	11
77039	weekdayNonpeak	52
77039	weekdayPMpeak	63
77039	weekendAMpeak	50
77039	weekendNonpeak	3
77039	weekendPMpeak	31
77041	weekdayAMpeak	34
77041	weekdayNonpeak	55
77041	weekdayPMpeak	63
77041	weekendAMpeak	39
77041	weekendNonpeak	51
77041	weekendPMpeak	37
77049	weekdayAMpeak	52
77049	weekdayNonpeak	24
77049	weekdayPMpeak	64
77049	weekendAMpeak	60
77049	weekendNonpeak	17
77049	weekendPMpeak	54
77051	weekdayAMpeak	57
77051	weekdayNonpeak	19
77051	weekdayPMpeak	43
77051	weekendAMpeak	39
77051	weekendNonpeak	24
77051	weekendPMpeak	7
77059	weekdayAMpeak	47
77059	weekdayNonpeak	28
77059	weekdayPMpeak	61
77059	weekendAMpeak	61
77059	weekendNonpeak	9
77059	weekendPMpeak	20
77231	weekdayAMpeak	11
77231	weekdayNonpeak	1
77231	weekdayPMpeak	21
77231	weekendAMpeak	52
77231	weekendNonpeak	27
77231	weekendPMpeak	68
77239	weekdayAMpeak	27
77239	weekdayNonpeak	3
77239	weekdayPMpeak	23
77239	weekendAMpeak	51
77239	weekendNonpeak	60
77239	weekendPMpeak	51
77241	weekdayAMpeak	48
77241	weekdayNonpeak	34
77241	weekdayPMpeak	46
77241	weekendAMpeak	64
77241	weekendNonpeak	45
77241	weekendPMpeak	44
77249	weekdayAMpeak	17
77249	weekdayNonpeak	40
77249	weekdayPMpeak	0
77249	weekendAMpeak	50
77249	weekendNonpeak	19
77249	weekendPMpeak	25
77281	weekdayAMpeak	53
77281	weekdayNonpeak	65
77281	weekdayPMpeak	24
77281	weekendAMpeak	55
77281	weekendNonpeak	9
77281	weekendPMpeak	59
77289	weekdayAMpeak	36
77289	weekdayNonpeak	34
77289	weekdayPMpeak	4
77289	weekendAMpeak	40
77289	weekendNonpeak	0
77289	weekendPMpeak	55
77331	weekdayAMpeak	1
77331	weekdayNonpeak	64
77331	weekdayPMpeak	62
77331	weekendAMpeak	59
77331	weekendNonpeak	60
77331	weekendPMpeak	45
77339	weekdayAMpeak	48
77339	weekdayNonpeak	56
77339	weekdayPMpeak	25
77339	weekendAMpeak	37
77339	weekendNonpeak	44
77339	weekendPMpeak	38
78049	weekdayAMpeak	53
78049	weekdayNonpeak	61
78049	weekdayPMpeak	52
78049	weekendAMpeak	9
78049	weekendNonpeak	16
78049	weekendPMpeak	47
78051	weekdayAMpeak	16
78051	weekdayNonpeak	34
78051	weekdayPMpeak	20
78051	weekendAMpeak	41
78051	weekendNonpeak	9
78051	weekendPMpeak	13
78061	weekdayAMpeak	24
78061	weekdayNonpeak	38
78061	weekdayPMpeak	62
78061	weekendAMpeak	29
78061	weekendNonpeak	32
78061	weekendPMpeak	62
78069	weekdayAMpeak	26
78069	weekdayNonpeak	4
78069	weekdayPMpeak	25
78069	weekendAMpeak	53
78069	weekendNonpeak	54
78069	weekendPMpeak	39
78071	weekdayAMpeak	16
78071	weekdayNonpeak	56
78071	weekdayPMpeak	15
78071	weekendAMpeak	49
78071	weekendNonpeak	27
78071	weekendPMpeak	25
78079	weekdayAMpeak	59
78079	weekdayNonpeak	54
78079	weekdayPMpeak	53
78079	weekendAMpeak	64
78079	weekendNonpeak	4
78079	weekendPMpeak	37
78081	weekdayAMpeak	63
78081	weekdayNonpeak	31
78081	weekdayPMpeak	18
78081	weekendAMpeak	27
78081	weekendNonpeak	55
78081	weekendPMpeak	39
78089	weekdayAMpeak	27
78089	weekdayNonpeak	21
78089	weekdayPMpeak	43
78089	weekendAMpeak	37
78089	weekendNonpeak	48
78089	weekendPMpeak	63
78091	weekdayAMpeak	11
78091	weekdayNonpeak	42
78091	weekdayPMpeak	35
78091	weekendAMpeak	41
78091	weekendNonpeak	6
78091	weekendPMpeak	53
78099	weekdayAMpeak	18
78099	weekdayNonpeak	40
78099	weekdayPMpeak	61
78099	weekendAMpeak	30
78099	weekendNonpeak	22
78099	weekendPMpeak	29
78101	weekdayAMpeak	68
78101	weekdayNonpeak	27
78101	weekdayPMpeak	61
78101	weekendAMpeak	47
78101	weekendNonpeak	21
78101	weekendPMpeak	8
78109	weekdayAMpeak	48
78109	weekdayNonpeak	47
78109	weekdayPMpeak	43
78109	weekendAMpeak	27
78109	weekendNonpeak	64
78109	weekendPMpeak	51
78251	weekdayAMpeak	15
78251	weekdayNonpeak	23
78251	weekdayPMpeak	29
78251	weekendAMpeak	56
78251	weekendNonpeak	14
78251	weekendPMpeak	30
78259	weekdayAMpeak	30
78259	weekdayNonpeak	3
78259	weekdayPMpeak	2
78259	weekendAMpeak	8
78259	weekendNonpeak	21
78259	weekendPMpeak	42
78261	weekdayAMpeak	19
78261	weekdayNonpeak	52
78261	weekdayPMpeak	52
78261	weekendAMpeak	4
78261	weekendNonpeak	18
78261	weekendPMpeak	19
78269	weekdayAMpeak	64
78269	weekdayNonpeak	64
78269	weekdayPMpeak	33
78269	weekendAMpeak	10
78269	weekendNonpeak	15
78269	weekendPMpeak	44
78271	weekdayAMpeak	0
78271	weekdayNonpeak	57
78271	weekdayPMpeak	35
78271	weekendAMpeak	1
78271	weekendNonpeak	16
78271	weekendPMpeak	15
78279	weekdayAMpeak	16
78279	weekdayNonpeak	55
78279	weekdayPMpeak	19
78279	weekendAMpeak	64
78279	weekendNonpeak	7
78279	weekendPMpeak	24
80011	weekdayAMpeak	38
80011	weekdayNonpeak	66
80011	weekdayPMpeak	36
80011	weekendAMpeak	31
80011	weekendNonpeak	4
80011	weekendPMpeak	0
80029	weekdayAMpeak	37
80029	weekdayNonpeak	7
80029	weekdayPMpeak	30
80029	weekendAMpeak	7
80029	weekendNonpeak	43
80029	weekendPMpeak	38
80031	weekdayAMpeak	0
80031	weekdayNonpeak	19
80031	weekdayPMpeak	0
80031	weekendAMpeak	40
80031	weekendNonpeak	7
80031	weekendPMpeak	13
80039	weekdayAMpeak	27
80039	weekdayNonpeak	23
80039	weekdayPMpeak	45
80039	weekendAMpeak	0
80039	weekendNonpeak	1
80039	weekendPMpeak	11
80049	weekdayAMpeak	68
80049	weekdayNonpeak	11
80049	weekdayPMpeak	50
80049	weekendAMpeak	21
80049	weekendNonpeak	64
80049	weekendPMpeak	39
80051	weekdayAMpeak	46
80051	weekdayNonpeak	11
80051	weekdayPMpeak	35
80051	weekendAMpeak	63
80051	weekendNonpeak	60
80051	weekendPMpeak	4
80069	weekdayAMpeak	63
80069	weekdayNonpeak	0
80069	weekdayPMpeak	21
80069	weekendAMpeak	39
80069	weekendNonpeak	54
80069	weekendPMpeak	17
80071	weekdayAMpeak	54
80071	weekdayNonpeak	48
80071	weekdayPMpeak	23
80071	weekendAMpeak	27
80071	weekendNonpeak	40
80071	weekendPMpeak	23
80089	weekdayAMpeak	34
80089	weekdayNonpeak	6
80089	weekdayPMpeak	46
80089	weekendAMpeak	48
80089	weekendNonpeak	48
80089	weekendPMpeak	41
80091	weekdayAMpeak	51
80091	weekdayNonpeak	3
80091	weekdayPMpeak	25
80091	weekendAMpeak	56
80091	weekendNonpeak	3
80091	weekendPMpeak	20
80101	weekdayAMpeak	63
80101	weekdayNonpeak	55
80101	weekdayPMpeak	31
80101	weekendAMpeak	10
80101	weekendNonpeak	17
80101	weekendPMpeak	14
80109	weekdayAMpeak	23
80109	weekdayNonpeak	32
80109	weekdayPMpeak	58
80109	weekendAMpeak	21
80109	weekendNonpeak	52
80109	weekendPMpeak	27
80111	weekdayAMpeak	52
80111	weekdayNonpeak	64
80111	weekdayPMpeak	32
80111	weekendAMpeak	38
80111	weekendNonpeak	55
80111	weekendPMpeak	26
80119	weekdayAMpeak	31
80119	weekdayNonpeak	1
80119	weekdayPMpeak	13
80119	weekendAMpeak	67
80119	weekendNonpeak	30
80119	weekendPMpeak	51
80251	weekdayAMpeak	24
80251	weekdayNonpeak	5
80251	weekdayPMpeak	60
80251	weekendAMpeak	47
80251	weekendNonpeak	23
80251	weekendPMpeak	42
80259	weekdayAMpeak	13
80259	weekdayNonpeak	24
80259	weekdayPMpeak	36
80259	weekendAMpeak	41
80259	weekendNonpeak	7
80259	weekendPMpeak	7
81011	weekdayAMpeak	17
81011	weekdayNonpeak	57
81011	weekdayPMpeak	58
81011	weekendAMpeak	17
81011	weekendNonpeak	32
81011	weekendPMpeak	3
81029	weekdayAMpeak	53
81029	weekdayNonpeak	10
81029	weekdayPMpeak	0
81029	weekendAMpeak	4
81029	weekendNonpeak	4
81029	weekendPMpeak	58
81031	weekdayAMpeak	36
81031	weekdayNonpeak	37
81031	weekdayPMpeak	29
81031	weekendAMpeak	52
81031	weekendNonpeak	33
81031	weekendPMpeak	8
81049	weekdayAMpeak	21
81049	weekdayNonpeak	55
81049	weekdayPMpeak	2
81049	weekendAMpeak	13
81049	weekendNonpeak	18
81049	weekendPMpeak	32
81051	weekdayAMpeak	39
81051	weekdayNonpeak	9
81051	weekdayPMpeak	21
81051	weekendAMpeak	48
81051	weekendNonpeak	63
81051	weekendPMpeak	29
81069	weekdayAMpeak	54
81069	weekdayNonpeak	58
81069	weekdayPMpeak	25
81069	weekendAMpeak	3
81069	weekendNonpeak	33
81069	weekendPMpeak	62
81081	weekdayAMpeak	34
81081	weekdayNonpeak	29
81081	weekdayPMpeak	22
81081	weekendAMpeak	9
81081	weekendNonpeak	6
81081	weekendPMpeak	43
81089	weekdayAMpeak	11
81089	weekdayNonpeak	43
81089	weekdayPMpeak	57
81089	weekendAMpeak	55
81089	weekendNonpeak	5
81089	weekendPMpeak	3
81091	weekdayAMpeak	43
81091	weekdayNonpeak	27
81091	weekdayPMpeak	6
81091	weekendAMpeak	31
81091	weekendNonpeak	55
81091	weekendPMpeak	47
81099	weekdayAMpeak	62
81099	weekdayNonpeak	31
81099	weekdayPMpeak	15
81099	weekendAMpeak	34
81099	weekendNonpeak	64
81099	weekendPMpeak	51
81101	weekdayAMpeak	19
81101	weekdayNonpeak	24
81101	weekdayPMpeak	11
81101	weekendAMpeak	43
81101	weekendNonpeak	6
81101	weekendPMpeak	3
81109	weekdayAMpeak	41
81109	weekdayNonpeak	51
81109	weekdayPMpeak	26
81109	weekendAMpeak	4
81109	weekendNonpeak	24
81109	weekendPMpeak	53
81111	weekdayAMpeak	42
81111	weekdayNonpeak	60
81111	weekdayPMpeak	9
81111	weekendAMpeak	34
81111	weekendNonpeak	0
81111	weekendPMpeak	7
81119	weekdayAMpeak	19
81119	weekdayNonpeak	4
81119	weekdayPMpeak	31
81119	weekendAMpeak	12
81119	weekendNonpeak	5
81119	weekendPMpeak	13
81129	weekdayAMpeak	48
81129	weekdayNonpeak	7
81129	weekdayPMpeak	8
81129	weekendAMpeak	15
81129	weekendNonpeak	4
81129	weekendPMpeak	47
81131	weekdayAMpeak	40
81131	weekdayNonpeak	24
81131	weekdayPMpeak	7
81131	weekendAMpeak	57
81131	weekendNonpeak	10
81131	weekendPMpeak	41
81139	weekdayAMpeak	34
81139	weekdayNonpeak	57
81139	weekdayPMpeak	29
81139	weekendAMpeak	59
81139	weekendNonpeak	6
81139	weekendPMpeak	44
81141	weekdayAMpeak	68
81141	weekdayNonpeak	54
81141	weekdayPMpeak	9
81141	weekendAMpeak	7
81141	weekendNonpeak	21
81141	weekendPMpeak	33
81149	weekdayAMpeak	18
81149	weekdayNonpeak	65
81149	weekdayPMpeak	65
81149	weekendAMpeak	36
81149	weekendNonpeak	56
81149	weekendPMpeak	56
81151	weekdayAMpeak	27
81151	weekdayNonpeak	11
81151	weekdayPMpeak	13
81151	weekendAMpeak	28
81151	weekendNonpeak	50
81151	weekendPMpeak	67
81159	weekdayAMpeak	52
81159	weekdayNonpeak	51
81159	weekdayPMpeak	41
81159	weekendAMpeak	4
81159	weekendNonpeak	27
81159	weekendPMpeak	7
81161	weekdayAMpeak	56
81161	weekdayNonpeak	42
81161	weekdayPMpeak	12
81161	weekendAMpeak	34
81161	weekendNonpeak	46
81161	weekendPMpeak	11
81169	weekdayAMpeak	48
81169	weekdayNonpeak	19
81169	weekdayPMpeak	7
81169	weekendAMpeak	17
81169	weekendNonpeak	5
81169	weekendPMpeak	41
82009	weekdayAMpeak	40
82009	weekdayNonpeak	40
82009	weekdayPMpeak	54
82009	weekendAMpeak	54
82009	weekendNonpeak	55
82009	weekendPMpeak	15
82011	weekdayAMpeak	4
82011	weekdayNonpeak	60
82011	weekdayPMpeak	2
82011	weekendAMpeak	22
82011	weekendNonpeak	51
82011	weekendPMpeak	66
82029	weekdayAMpeak	6
82029	weekdayNonpeak	19
82029	weekdayPMpeak	8
82029	weekendAMpeak	24
82029	weekendNonpeak	67
82029	weekendPMpeak	11
82032	weekdayAMpeak	47
82032	weekdayNonpeak	58
82032	weekdayPMpeak	11
82032	weekendAMpeak	0
82032	weekendNonpeak	30
82032	weekendPMpeak	5
82033	weekdayAMpeak	55
82033	weekdayNonpeak	7
82033	weekdayPMpeak	14
82033	weekendAMpeak	67
82033	weekendNonpeak	7
82033	weekendPMpeak	41
82049	weekdayAMpeak	56
82049	weekdayNonpeak	21
82049	weekdayPMpeak	42
82049	weekendAMpeak	56
82049	weekendNonpeak	63
82049	weekendPMpeak	39
82061	weekdayAMpeak	52
82061	weekdayNonpeak	21
82061	weekdayPMpeak	60
82061	weekendAMpeak	68
82061	weekendNonpeak	3
82061	weekendPMpeak	9
82069	weekdayAMpeak	12
82069	weekdayNonpeak	1
82069	weekdayPMpeak	41
82069	weekendAMpeak	7
82069	weekendNonpeak	10
82069	weekendPMpeak	10
82071	weekdayAMpeak	17
82071	weekdayNonpeak	4
82071	weekdayPMpeak	31
82071	weekendAMpeak	22
82071	weekendNonpeak	21
82071	weekendPMpeak	30
82079	weekdayAMpeak	19
82079	weekdayNonpeak	25
82079	weekdayPMpeak	14
82079	weekendAMpeak	22
82079	weekendNonpeak	52
82079	weekendPMpeak	33
82081	weekdayAMpeak	58
82081	weekdayNonpeak	14
82081	weekdayPMpeak	0
82081	weekendAMpeak	42
82081	weekendNonpeak	61
82081	weekendPMpeak	47
82089	weekdayAMpeak	0
82089	weekdayNonpeak	24
82089	weekdayPMpeak	17
82089	weekendAMpeak	36
82089	weekendNonpeak	52
82089	weekendPMpeak	57
82091	weekdayAMpeak	4
82091	weekdayNonpeak	9
82091	weekdayPMpeak	40
82091	weekendAMpeak	31
82091	weekendNonpeak	45
82091	weekendPMpeak	36
82099	weekdayAMpeak	25
82099	weekdayNonpeak	45
82099	weekdayPMpeak	42
82099	weekendAMpeak	42
82099	weekendNonpeak	68
82099	weekendPMpeak	67
82109	weekdayAMpeak	32
82109	weekdayNonpeak	58
82109	weekdayPMpeak	64
82109	weekendAMpeak	37
82109	weekendNonpeak	39
82109	weekendPMpeak	10
82119	weekdayAMpeak	47
82119	weekdayNonpeak	60
82119	weekdayPMpeak	40
82119	weekendAMpeak	25
82119	weekendNonpeak	28
82119	weekendPMpeak	47
82221	weekdayAMpeak	61
82221	weekdayNonpeak	29
82221	weekdayPMpeak	37
82221	weekendAMpeak	26
82221	weekendNonpeak	36
82221	weekendPMpeak	67
82229	weekdayAMpeak	48
82229	weekdayNonpeak	26
82229	weekdayPMpeak	0
82229	weekendAMpeak	1
82229	weekendNonpeak	41
82229	weekendPMpeak	68
82231	weekdayAMpeak	6
82231	weekdayNonpeak	67
82231	weekdayPMpeak	59
82231	weekendAMpeak	46
82231	weekendNonpeak	56
82231	weekendPMpeak	41
83011	weekdayAMpeak	14
83011	weekdayNonpeak	4
83011	weekdayPMpeak	13
83011	weekendAMpeak	1
83011	weekendNonpeak	26
83011	weekendPMpeak	36
83029	weekdayAMpeak	18
83029	weekdayNonpeak	52
83029	weekdayPMpeak	56
83029	weekendAMpeak	25
83029	weekendNonpeak	36
83029	weekendPMpeak	31
83031	weekdayAMpeak	42
83031	weekdayNonpeak	64
83031	weekdayPMpeak	64
83031	weekendAMpeak	6
83031	weekendNonpeak	32
83031	weekendPMpeak	33
83049	weekdayAMpeak	1
83049	weekdayNonpeak	21
83049	weekdayPMpeak	10
83049	weekendAMpeak	54
83049	weekendNonpeak	19
83049	weekendPMpeak	3
83059	weekdayAMpeak	14
83059	weekdayNonpeak	64
83059	weekdayPMpeak	49
83059	weekendAMpeak	35
83059	weekendNonpeak	51
83059	weekendPMpeak	56
83062	weekdayAMpeak	43
83062	weekdayNonpeak	28
83062	weekdayPMpeak	57
83062	weekendAMpeak	18
83062	weekendNonpeak	20
83062	weekendPMpeak	28
83079	weekdayAMpeak	61
83079	weekdayNonpeak	55
83079	weekdayPMpeak	23
83079	weekendAMpeak	19
83079	weekendNonpeak	61
83079	weekendPMpeak	55
83081	weekdayAMpeak	35
83081	weekdayNonpeak	16
83081	weekdayPMpeak	37
83081	weekendAMpeak	62
83081	weekendNonpeak	28
83081	weekendPMpeak	19
83099	weekdayAMpeak	36
83099	weekdayNonpeak	56
83099	weekdayPMpeak	2
83099	weekendAMpeak	1
83099	weekendNonpeak	2
83099	weekendPMpeak	56
83101	weekdayAMpeak	45
83101	weekdayNonpeak	60
83101	weekdayPMpeak	18
83101	weekendAMpeak	68
83101	weekendNonpeak	59
83101	weekendPMpeak	55
83109	weekdayAMpeak	67
83109	weekdayNonpeak	17
83109	weekdayPMpeak	1
83109	weekendAMpeak	30
83109	weekendNonpeak	5
83109	weekendPMpeak	59
83111	weekdayAMpeak	50
83111	weekdayNonpeak	59
83111	weekdayPMpeak	38
83111	weekendAMpeak	34
83111	weekendNonpeak	26
83111	weekendPMpeak	49
83119	weekdayAMpeak	43
83119	weekdayNonpeak	0
83119	weekdayPMpeak	21
83119	weekendAMpeak	27
83119	weekendNonpeak	25
83119	weekendPMpeak	15
84009	weekdayAMpeak	13
84009	weekdayNonpeak	63
84009	weekdayPMpeak	64
84009	weekendAMpeak	46
84009	weekendNonpeak	29
84009	weekendPMpeak	27
84011	weekdayAMpeak	56
84011	weekdayNonpeak	33
84011	weekdayPMpeak	49
84011	weekendAMpeak	52
84011	weekendNonpeak	68
84011	weekendPMpeak	18
84019	weekdayAMpeak	35
84019	weekdayNonpeak	11
84019	weekdayPMpeak	36
84019	weekendAMpeak	32
84019	weekendNonpeak	61
84019	weekendPMpeak	50
84021	weekdayAMpeak	46
84021	weekdayNonpeak	9
84021	weekdayPMpeak	25
84021	weekendAMpeak	23
84021	weekendNonpeak	32
84021	weekendPMpeak	37
84029	weekdayAMpeak	37
84029	weekdayNonpeak	51
84029	weekdayPMpeak	9
84029	weekendAMpeak	47
84029	weekendNonpeak	45
84029	weekendPMpeak	52
84031	weekdayAMpeak	61
84031	weekdayNonpeak	21
84031	weekdayPMpeak	13
84031	weekendAMpeak	36
84031	weekendNonpeak	55
84031	weekendPMpeak	47
84039	weekdayAMpeak	32
84039	weekdayNonpeak	27
84039	weekdayPMpeak	8
84039	weekendAMpeak	29
84039	weekendNonpeak	38
84039	weekendPMpeak	50
84041	weekdayAMpeak	3
84041	weekdayNonpeak	16
84041	weekdayPMpeak	1
84041	weekendAMpeak	39
84041	weekendNonpeak	48
84041	weekendPMpeak	51
84049	weekdayAMpeak	18
84049	weekdayNonpeak	6
84049	weekdayPMpeak	25
84049	weekendAMpeak	5
84049	weekendNonpeak	10
84049	weekendPMpeak	4
84051	weekdayAMpeak	37
84051	weekdayNonpeak	42
84051	weekdayPMpeak	32
84051	weekendAMpeak	19
84051	weekendNonpeak	35
84051	weekendPMpeak	21
84059	weekdayAMpeak	37
84059	weekdayNonpeak	17
84059	weekdayPMpeak	2
84059	weekendAMpeak	62
84059	weekendNonpeak	47
84059	weekendPMpeak	24
84061	weekdayAMpeak	4
84061	weekdayNonpeak	24
84061	weekdayPMpeak	12
84061	weekendAMpeak	14
84061	weekendNonpeak	62
84061	weekendPMpeak	33
84069	weekdayAMpeak	20
84069	weekdayNonpeak	24
84069	weekdayPMpeak	59
84069	weekendAMpeak	18
84069	weekendNonpeak	11
84069	weekendPMpeak	24
84071	weekdayAMpeak	19
84071	weekdayNonpeak	56
84071	weekdayPMpeak	43
84071	weekendAMpeak	3
84071	weekendNonpeak	67
84071	weekendPMpeak	58
84079	weekdayAMpeak	19
84079	weekdayNonpeak	60
84079	weekdayPMpeak	41
84079	weekendAMpeak	13
84079	weekendNonpeak	7
84079	weekendPMpeak	37
84081	weekdayAMpeak	15
84081	weekdayNonpeak	21
84081	weekdayPMpeak	36
84081	weekendAMpeak	19
84081	weekendNonpeak	4
84081	weekendPMpeak	31
84089	weekdayAMpeak	52
84089	weekdayNonpeak	3
84089	weekdayPMpeak	50
84089	weekendAMpeak	14
84089	weekendNonpeak	31
84089	weekendPMpeak	37
84101	weekdayAMpeak	43
84101	weekdayNonpeak	35
84101	weekdayPMpeak	9
84101	weekendAMpeak	57
84101	weekendNonpeak	32
84101	weekendPMpeak	38
84109	weekdayAMpeak	51
84109	weekdayNonpeak	59
84109	weekdayPMpeak	27
84109	weekendAMpeak	53
84109	weekendNonpeak	10
84109	weekendPMpeak	45
84111	weekdayAMpeak	63
84111	weekdayNonpeak	28
84111	weekdayPMpeak	57
84111	weekendAMpeak	17
84111	weekendNonpeak	62
84111	weekendPMpeak	23
84119	weekdayAMpeak	64
84119	weekdayNonpeak	55
84119	weekdayPMpeak	29
84119	weekendAMpeak	14
84119	weekendNonpeak	67
84119	weekendPMpeak	37
84121	weekdayAMpeak	66
84121	weekdayNonpeak	65
84121	weekdayPMpeak	38
84121	weekendAMpeak	50
84121	weekendNonpeak	63
84121	weekendPMpeak	20
84129	weekdayAMpeak	7
84129	weekdayNonpeak	17
84129	weekdayPMpeak	15
84129	weekendAMpeak	30
84129	weekendNonpeak	33
84129	weekendPMpeak	30
84131	weekdayAMpeak	47
84131	weekdayNonpeak	53
84131	weekdayPMpeak	36
84131	weekendAMpeak	39
84131	weekendNonpeak	68
84131	weekendPMpeak	21
84139	weekdayAMpeak	8
84139	weekdayNonpeak	40
84139	weekdayPMpeak	16
84139	weekendAMpeak	23
84139	weekendNonpeak	31
84139	weekendPMpeak	5
84141	weekdayAMpeak	3
84141	weekdayNonpeak	54
84141	weekdayPMpeak	64
84141	weekendAMpeak	27
84141	weekendNonpeak	25
84141	weekendPMpeak	54
84149	weekdayAMpeak	38
84149	weekdayNonpeak	11
84149	weekdayPMpeak	40
84149	weekendAMpeak	38
84149	weekendNonpeak	25
84149	weekendPMpeak	49
84151	weekdayAMpeak	21
84151	weekdayNonpeak	11
84151	weekdayPMpeak	50
84151	weekendAMpeak	67
84151	weekendNonpeak	54
84151	weekendPMpeak	9
84159	weekdayAMpeak	8
84159	weekdayNonpeak	13
84159	weekdayPMpeak	60
84159	weekendAMpeak	51
84159	weekendNonpeak	32
84159	weekendPMpeak	10
84301	weekdayAMpeak	13
84301	weekdayNonpeak	27
84301	weekdayPMpeak	34
84301	weekendAMpeak	23
84301	weekendNonpeak	18
84301	weekendPMpeak	7
84309	weekdayAMpeak	67
84309	weekdayNonpeak	45
84309	weekdayPMpeak	43
84309	weekendAMpeak	64
84309	weekendNonpeak	9
84309	weekendPMpeak	46
84361	weekdayAMpeak	33
84361	weekdayNonpeak	54
84361	weekdayPMpeak	55
84361	weekendAMpeak	63
