TripID	ServiceNumber	RouteNumber	TripDate	TripTime	BusPlate	DriverNumber	Cancelled
1332	96	1	2016-09-24	09:35:00	SHM1243P	55019	0
1333	96	1	2016-09-24	13:13:00	SHM4518H	66941	0
1334	96	1	2016-09-24	14:33:00	SHK1298B	82365	0
1335	96	1	2016-09-24	16:25:00	SHF4488N	43543	0
1336	96	1	2016-09-24	17:10:00	SHB1234L	52422	0
1337	96	1	2016-09-24	18:49:00	SHG6376B	62747	0
1338	63M	1	2016-09-20	23:49:00	SHU4545S	79545	0
1339	63M	1	2016-09-21	00:02:00	SHL3332S	13761	0
1340	63M	1	2016-09-21	05:40:00	SHA9303J	15661	0
1341	63M	1	2016-09-21	05:55:00	SBS5735S	80345	0
1342	63M	1	2016-09-21	06:23:00	SBS9216M	34532	0
1343	63M	1	2016-09-21	04:29:00	SBS7216F	54378	0
1344	63M	1	2016-09-21	14:37:00	SBS5942N	31766	0
1345	63M	1	2016-09-21	18:58:00	SBS9089K	58394	0
1346	63M	1	2016-09-21	14:52:00	SBS6157E	61234	0
1347	63M	1	2016-09-21	16:04:00	SHL1254T	47880	0
1348	63M	1	2016-09-21	20:24:00	SHT2921G	42498	0
1349	63M	1	2016-09-21	17:55:00	SBS7666C	53198	0
1350	63M	1	2016-09-21	19:45:00	SBS4877X	86881	1
1351	63M	1	2016-09-21	19:02:00	SBS8788U	31417	0
1352	410W	1	2016-09-21	05:21:00	SBS9104X	99223	0
1353	410W	1	2016-09-21	06:20:00	SHJ1276G	38320	0
1354	410W	1	2016-09-21	07:10:00	SBS4283T	33211	0
1355	410W	1	2016-09-21	14:44:00	SBS3228F	89162	0
1356	410W	1	2016-09-21	07:22:00	SBS6524C	93165	0
1357	410W	1	2016-09-21	13:08:00	SBS7822Q	79245	0
1358	410W	1	2016-09-21	08:16:00	SBS2011B	29759	0
1359	410W	1	2016-09-21	17:20:00	SHB1267M	58394	0
1360	410W	1	2016-09-21	12:17:00	SHM7775R	12345	0
1361	410W	1	2016-09-21	12:30:00	SHR4277V	55258	0
1362	410W	1	2016-09-21	11:39:00	SHL1245S	23232	0
1363	410W	1	2016-09-21	14:35:00	SBS8886U	89262	0
1364	410W	1	2016-09-21	12:05:00	SHL8516O	68580	0
1365	410W	1	2016-09-21	12:17:00	SHT2921G	72046	0
1366	410W	1	2016-09-21	17:52:00	SBS7403T	23567	0
1367	410W	1	2016-09-21	18:28:00	SBS7929N	84844	1
1368	410W	1	2016-09-21	22:00:00	SHD8647H	79345	0
1369	410W	1	2016-09-21	21:16:00	SBS7029P	7881	0
1370	410W	1	2016-09-21	18:10:00	SBS5345R	42452	0
1371	410W	1	2016-09-21	18:21:00	SBS5749F	17245	0
1372	410W	1	2016-09-21	02:11:00	SHJ8623D	59684	0
1373	410W	1	2016-09-21	20:21:00	SHV2399U	39893	0
1374	410W	1	2016-09-21	22:04:00	SHL8516O	93304	1
1375	410W	1	2016-09-21	22:45:00	SZV8375K	23567	0
1376	410W	1	2016-09-21	00:40:00	SBS7216F	99874	0
1377	56	1	2016-09-21	06:31:00	SHA4566Y	41706	0
1378	56	1	2016-09-21	13:42:00	SBS7782B	38273	0
1379	56	1	2016-09-21	12:27:00	SBS5231X	99874	0
1380	56	1	2016-09-21	14:30:00	SBS9673F	15891	0
1381	56	1	2016-09-21	18:18:00	SBS3228F	69234	0
1382	56	1	2016-09-21	23:11:00	SHM8125L	47094	0
1383	56	1	2016-09-21	02:22:00	SHM8656F	95874	0
1384	56	1	2016-09-21	12:02:00	SBS9394J	83433	0
